Item_Identifier,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDZ28,20.0,Regular,Frozen Foods,128.0678,OUT045,2002,Tier 2,Supermarket Type1,-0.2068132706031644
FDS15,12.8,Regular,Meat,105.8596,OUT019,1985,Tier 1,Grocery Store,-1.1868183568085129
FDP01,20.75,Regular,Breakfast,153.7682,OUT018,2009,Tier 3,Supermarket Type2,0.0676710661873833
FDV39,11.3,Low Fat,Meat,196.6426,OUT013,1987,Tier 3,Supermarket Type1,1.9722617964350533
NCF18,18.35,Low Fat,Household,191.9504,OUT010,1998,Tier 3,Grocery Store,-0.8638164901024054
FDX03,15.85,Regular,Meat,44.7744,OUT013,1987,Tier 3,Supermarket Type1,-1.243686945529036
FDR39,20.35,Low Fat,Meat,181.7292,OUT017,2007,Tier 2,Supermarket Type1,1.2410111697387896
FDY56,16.35,Regular,Fruits and Vegetables,224.7062,OUT035,2004,Tier 2,Supermarket Type1,1.2319995930124856
DRB24,8.785,Low Fat,Soft Drinks,153.5656,OUT018,2009,Tier 3,Supermarket Type2,-0.0818213707969788
FDL36,15.1,Low Fat,Baking Goods,89.783,OUT049,1999,Tier 1,Supermarket Type1,0.0957880808219128
NCC43,12.8,Low Fat,Household,250.6066,OUT027,1985,Tier 3,Supermarket Type3,2.0711316871043337
FDQ25,12.8,Regular,Canned,173.7422,OUT027,1985,Tier 3,Supermarket Type3,0.9867569671861924
NCS42,8.6,Low Fat,Household,89.9146,OUT013,1987,Tier 3,Supermarket Type1,-0.6086772552633015
FDE47,14.15,Low Fat,Starchy Foods,124.0046,OUT013,1987,Tier 3,Supermarket Type1,-0.3117093168175636
DRD12,6.96,Low Fat,Soft Drinks,93.1146,OUT035,2004,Tier 2,Supermarket Type1,0.0582327062513256
FDB29,16.7,Regular,Frozen Foods,113.4176,OUT018,2009,Tier 3,Supermarket Type2,-0.3958851563723283
NCE54,20.7,Low Fat,Household,73.9354,OUT017,2007,Tier 2,Supermarket Type1,-0.2879674133533992
DRM23,16.6,Low Fat,Hard Drinks,173.3422,OUT017,2007,Tier 2,Supermarket Type1,1.3221653124890242
FDR31,6.46,Regular,Fruits and Vegetables,145.3102,OUT035,2004,Tier 2,Supermarket Type1,0.09181269538034
DRA59,8.27,Regular,Soft Drinks,183.2924,OUT017,2007,Tier 2,Supermarket Type1,0.1989574431480092
FDT57,12.8,Low Fat,Snack Foods,236.0248,OUT027,1985,Tier 3,Supermarket Type3,2.941794799717114
DRJ24,11.8,Low Fat,Soft Drinks,185.1924,OUT017,2007,Tier 2,Supermarket Type1,0.3189619733850585
FDP23,6.71,Low Fat,Breads,218.9166,OUT013,1987,Tier 3,Supermarket Type1,0.191619036622722
FDR10,17.6,Low Fat,Snack Foods,163.7552,OUT049,1999,Tier 1,Supermarket Type1,-0.2024965608824073
FDZ45,12.8,Low Fat,Snack Foods,197.9084,OUT019,1985,Tier 1,Grocery Store,-0.7179117015408132
NCQ29,12.8,Low Fat,Health and Hygiene,261.7278,OUT027,1985,Tier 3,Supermarket Type3,1.78256693657987
FDC59,16.7,Regular,Starchy Foods,65.7168,OUT045,2002,Tier 2,Supermarket Type1,-0.6566144235060613
FDT07,5.82,Regular,Fruits and Vegetables,254.533,OUT017,2007,Tier 2,Supermarket Type1,-0.5301348286878763
FDC39,7.405,Low Fat,Dairy,207.1296,OUT035,2004,Tier 2,Supermarket Type1,1.063162729243594
FDX36,9.695,Regular,Baking Goods,224.8404,OUT013,1987,Tier 3,Supermarket Type1,0.9733751670518452
NCH43,8.42,Low Fat,Household,216.0192,OUT035,2004,Tier 2,Supermarket Type1,0.1773738945442234
FDR20,20.0,Regular,Fruits and Vegetables,43.2744,OUT046,1997,Tier 1,Supermarket Type1,-0.8884601493322702
DRJ13,12.65,Low Fat,Soft Drinks,159.2578,OUT017,2007,Tier 2,Supermarket Type1,0.1993891141200851
FDX55,15.1,Low Fat,Fruits and Vegetables,216.1166,OUT035,2004,Tier 2,Supermarket Type1,1.8854959310478343
DRD13,15.0,Low Fat,Soft Drinks,65.2168,OUT046,1997,Tier 1,Supermarket Type1,-0.69981216905053
NCB06,17.6,Low Fat,Health and Hygiene,159.192,OUT045,2002,Tier 2,Supermarket Type1,0.1893843624065849
FDD57,18.1,Low Fat,Fruits and Vegetables,95.0094,OUT017,2007,Tier 2,Supermarket Type1,-0.2499803678107361
FDI08,18.2,Regular,Fruits and Vegetables,250.2092,OUT018,2009,Tier 3,Supermarket Type2,0.5762378727421857
DRF13,12.1,Low Fat,Soft Drinks,144.4444,OUT045,2002,Tier 2,Supermarket Type1,0.9915053478790252
FDE57,9.6,Low Fat,Fruits and Vegetables,141.2154,OUT018,2009,Tier 3,Supermarket Type2,-0.1339128272957001
FDC04,12.8,Low Fat,Dairy,241.8854,OUT027,1985,Tier 3,Supermarket Type3,1.6161332444725875
FDK25,12.8,Regular,Breakfast,167.8474,OUT019,1985,Tier 1,Grocery Store,-1.1426759380633185
DRJ24,11.8,Low Fat,Soft Drinks,186.3924,OUT013,1987,Tier 3,Supermarket Type1,2.1190299269407977
FDV37,13.0,Regular,Canned,198.5426,OUT045,2002,Tier 2,Supermarket Type1,-0.5918637776947038
FDE29,8.905,Low Fat,Frozen Foods,60.3878,OUT017,2007,Tier 2,Supermarket Type1,-0.7930459742657872
FDS02,10.195,Regular,Dairy,194.9794,OUT035,2004,Tier 2,Supermarket Type1,1.0266764415639664
DRE12,4.59,Low Fat,Soft Drinks,114.186,OUT017,2007,Tier 2,Supermarket Type1,-0.3249370727681752
FDQ21,21.25,Low Fat,Snack Foods,120.8756,OUT046,1997,Tier 1,Supermarket Type1,0.6815655899286606
FDL56,14.1,Low Fat,Fruits and Vegetables,88.6198,OUT018,2009,Tier 3,Supermarket Type2,-0.6259657844886853
FDG08,12.8,Regular,Fruits and Vegetables,172.6764,OUT027,1985,Tier 3,Supermarket Type3,1.8983802875710327
NCG43,12.8,Low Fat,Household,93.0462,OUT019,1985,Tier 1,Grocery Store,-1.2410969196965818
NCL06,14.65,Low Fat,Household,262.3594,OUT035,2004,Tier 2,Supermarket Type1,1.2091991121669952
FDG31,12.15,Low Fat,Meat,65.9826,OUT018,2009,Tier 3,Supermarket Type2,-0.7839835576383316
NCD06,13.0,Low Fat,Household,46.706,OUT045,2002,Tier 2,Supermarket Type1,-0.9105573179949908
DRF13,12.1,Low Fat,Soft Drinks,145.1444,OUT013,1987,Tier 3,Supermarket Type1,0.8032968040540126
FDV50,14.3,Low Fat,Dairy,124.173,OUT010,1998,Tier 3,Grocery Store,-1.2194286930869365
FDI50,8.42,Regular,Canned,230.1352,OUT017,2007,Tier 2,Supermarket Type1,1.425501373803935
FDM27,12.8,Regular,Meat,158.7946,OUT027,1985,Tier 3,Supermarket Type3,2.21960926343444
FDW15,15.35,Regular,Meat,147.6734,OUT010,1998,Tier 3,Grocery Store,-1.166232279152539
FDU33,7.63,Regular,Snack Foods,44.7402,OUT013,1987,Tier 3,Supermarket Type1,-0.9833850162215249
FDS09,8.895,Regular,Snack Foods,49.8008,OUT045,2002,Tier 2,Supermarket Type1,-0.6721545785007871
FDV47,17.1,Low Fat,Breads,83.5566,OUT035,2004,Tier 2,Supermarket Type1,-0.1550127539540784
FDI50,8.42,Regular,Canned,227.6352,OUT045,2002,Tier 2,Supermarket Type1,0.4208363227949276
FDB60,9.3,Low Fat,Baking Goods,195.8136,OUT013,1987,Tier 3,Supermarket Type1,0.1514736362196805
NCM17,7.93,Low Fat,Health and Hygiene,45.9086,OUT018,2009,Tier 3,Supermarket Type2,-0.6669745268358787
NCK29,5.615,Low Fat,Health and Hygiene,121.373,OUT010,1998,Tier 3,Grocery Store,-1.2812423200996237
FDW04,8.985,Regular,Frozen Foods,131.531,OUT045,2002,Tier 2,Supermarket Type1,-0.4351672148312186
DRL47,19.7,Low Fat,Hard Drinks,124.2362,OUT045,2002,Tier 2,Supermarket Type1,-0.1373142440989741
FDM16,12.8,Regular,Frozen Foods,73.5354,OUT027,1985,Tier 3,Supermarket Type3,-0.1352041816385823
FDZ51,11.3,Regular,Meat,93.3094,OUT046,1997,Tier 1,Supermarket Type1,-0.3671310368157587
NCD18,16.0,Low Fat,Household,231.3668,OUT045,2002,Tier 2,Supermarket Type1,0.923405396387926
FDF40,20.25,Regular,Dairy,247.8092,OUT013,1987,Tier 3,Supermarket Type1,1.006352555913071
FDS51,13.35,Low Fat,Meat,60.4194,OUT035,2004,Tier 2,Supermarket Type1,-0.7474617336103936
NCO14,9.6,Low Fat,Household,45.7086,OUT049,1999,Tier 1,Supermarket Type1,-0.9472213256016984
FDW60,5.44,Regular,Baking Goods,174.637,OUT013,1987,Tier 3,Supermarket Type1,0.583576279267473
FDG02,7.855,Low Fat,Canned,188.5188,OUT018,2009,Tier 3,Supermarket Type2,-0.7438119598653561
DRK59,8.895,Low Fat,Hard Drinks,233.8616,OUT018,2009,Tier 3,Supermarket Type2,-0.7533087212510219
FDQ25,8.63,Regular,Canned,172.5422,OUT049,1999,Tier 1,Supermarket Type1,0.0923347130453071
FDE08,18.2,Low Fat,Fruits and Vegetables,148.2734,OUT045,2002,Tier 2,Supermarket Type1,-0.1250837012111867
FDI19,15.1,Low Fat,Meat,243.1512,OUT035,2004,Tier 2,Supermarket Type1,1.624334992942026
FDL33,7.235,Low Fat,Snack Foods,196.9452,OUT018,2009,Tier 3,Supermarket Type2,0.4744225010866106
FDJ07,7.26,Low Fat,Meat,118.415,OUT017,2007,Tier 2,Supermarket Type1,-0.2279651482348746
FDY22,16.5,Regular,Snack Foods,143.8128,OUT017,2007,Tier 2,Supermarket Type1,0.3172352894967556
FDG24,7.975,Low Fat,Baking Goods,84.525,OUT046,1997,Tier 1,Supermarket Type1,-1.0913070923863082
DRE27,11.85,Low Fat,Dairy,95.8726,OUT018,2009,Tier 3,Supermarket Type2,-0.6885471167459349
FDE38,6.52,Low Fat,Canned,164.2842,OUT046,1997,Tier 1,Supermarket Type1,0.4661617748628779
FDN32,17.5,Low Fat,Fruits and Vegetables,182.6266,OUT018,2009,Tier 3,Supermarket Type2,0.671637157570919
DRJ23,18.35,Low Fat,Hard Drinks,190.2872,OUT035,2004,Tier 2,Supermarket Type1,0.7312162062933703
FDZ01,8.975,Regular,Canned,104.399,OUT018,2009,Tier 3,Supermarket Type2,-0.6044747771080269
FDH09,12.6,Low Fat,Seafood,52.1982,OUT046,1997,Tier 1,Supermarket Type1,-0.8737070072572274
DRC12,17.85,Low Fat,Soft Drinks,189.7188,OUT046,1997,Tier 1,Supermarket Type1,0.1203933262302287
FDX03,15.85,Regular,Meat,45.6744,OUT045,2002,Tier 2,Supermarket Type1,-0.9501506845175488
DRP47,15.75,Low Fat,Hard Drinks,250.4382,OUT035,2004,Tier 2,Supermarket Type1,1.0822101151935009
NCQ05,11.395,Low Fat,Health and Hygiene,150.1708,OUT049,1999,Tier 1,Supermarket Type1,0.3949360644703847
FDY55,16.75,Low Fat,Fruits and Vegetables,258.3988,OUT018,2009,Tier 3,Supermarket Type2,-0.3613514786062711
NCL06,14.65,Low Fat,Household,261.7594,OUT010,1998,Tier 3,Grocery Store,-1.0218080658821178
FDO22,13.5,Regular,Snack Foods,78.796,OUT018,2009,Tier 3,Supermarket Type2,-1.205699899986373
FDY27,6.38,Low Fat,Dairy,177.4344,OUT046,1997,Tier 1,Supermarket Type1,-0.2042232447707101
NCH06,12.3,Low Fat,Household,245.746,OUT046,1997,Tier 1,Supermarket Type1,0.4363153879117831
FDT01,12.8,Regular,Canned,210.4902,OUT027,1985,Tier 3,Supermarket Type3,2.1691085685849147
FDR24,17.35,Regular,Baking Goods,88.983,OUT049,1999,Tier 1,Supermarket Type1,-0.5248873772813593
NCC07,19.6,Low Fat,Household,105.6964,OUT046,1997,Tier 1,Supermarket Type1,-0.3380412461141824
NCQ54,17.7,Low Fat,Household,166.8474,OUT010,1998,Tier 3,Grocery Store,-1.2518886939984748
FDY46,18.6,Low Fat,Snack Foods,186.8898,OUT045,2002,Tier 2,Supermarket Type1,0.2100787990637876
NCH18,9.3,Low Fat,Household,247.0802,OUT035,2004,Tier 2,Supermarket Type1,-0.5646685064539336
FDW40,14.0,Regular,Frozen Foods,141.1812,OUT013,1987,Tier 3,Supermarket Type1,0.0409955031568775
DRH36,16.2,Low Fat,Soft Drinks,74.0696,OUT035,2004,Tier 2,Supermarket Type1,-0.7809356634638678
NCP17,19.35,Low Fat,Health and Hygiene,62.6168,OUT035,2004,Tier 2,Supermarket Type1,-0.7508116107928939
FDA22,7.435,Low Fat,Starchy Foods,168.6158,OUT035,2004,Tier 2,Supermarket Type1,1.564332727823501
DRG27,8.895,Low Fat,Dairy,41.1138,OUT046,1997,Tier 1,Supermarket Type1,-0.9134586518911127
FDP01,20.75,Regular,Breakfast,153.7682,OUT035,2004,Tier 2,Supermarket Type1,-0.1748696186695613
FDM13,6.425,Low Fat,Breakfast,132.2626,OUT035,2004,Tier 2,Supermarket Type1,-0.0004745459509718
FDA46,13.6,Low Fat,Snack Foods,193.7136,OUT010,1998,Tier 3,Grocery Store,-1.039040756950952
FDD28,10.695,Low Fat,Frozen Foods,56.7904,OUT049,1999,Tier 1,Supermarket Type1,-0.6393475846230326
FDS32,17.75,Regular,Fruits and Vegetables,140.3838,OUT049,1999,Tier 1,Supermarket Type1,-0.4502756988538687
NCT18,14.6,Low Fat,Household,182.1976,OUT045,2002,Tier 2,Supermarket Type1,0.4206910597771561
FDR47,12.8,Low Fat,Breads,196.7794,OUT027,1985,Tier 3,Supermarket Type3,2.686245584248289
FDR43,12.8,Low Fat,Fruits and Vegetables,38.019,OUT027,1985,Tier 3,Supermarket Type3,-0.5063929252237118
FDT01,13.65,Regular,Canned,214.0902,OUT035,2004,Tier 2,Supermarket Type1,0.827029905994513
NCZ53,9.6,Low Fat,Health and Hygiene,188.5214,OUT045,2002,Tier 2,Supermarket Type1,0.5216577878352833
FDJ21,12.8,Regular,Snack Foods,146.2102,OUT027,1985,Tier 3,Supermarket Type3,1.3804408937192458
FDD14,20.7,Low Fat,Canned,184.4266,OUT035,2004,Tier 2,Supermarket Type1,1.03035573536584
DRL01,19.5,Regular,Soft Drinks,232.4958,OUT035,2004,Tier 2,Supermarket Type1,0.4570966844492879
FDA15,9.3,Low Fat,Dairy,249.8092,OUT049,1999,Tier 1,Supermarket Type1,1.0605727034111398
FDY01,11.8,Regular,Canned,116.4834,OUT035,2004,Tier 2,Supermarket Type1,-0.0915571210589481
NCP18,12.15,Low Fat,Household,149.3708,OUT045,2002,Tier 2,Supermarket Type1,-0.5806403324207352
FDS45,5.175,Regular,Snack Foods,105.9622,OUT045,2002,Tier 2,Supermarket Type1,-0.2629304969730076
FDQ31,5.785,Regular,Fruits and Vegetables,85.9856,OUT013,1987,Tier 3,Supermarket Type1,-0.3924317885957227
FDT23,7.72,Regular,Breads,77.5986,OUT046,1997,Tier 1,Supermarket Type1,-0.0984638566121596
NCS42,8.6,Low Fat,Household,91.5146,OUT045,2002,Tier 2,Supermarket Type1,-0.5271221227647583
FDX10,6.385,Regular,Snack Foods,36.8874,OUT035,2004,Tier 2,Supermarket Type1,-1.042846440743407
FDU07,11.1,Low Fat,Fruits and Vegetables,152.5366,OUT018,2009,Tier 3,Supermarket Type2,-0.0652813971858056
FDZ49,11.0,Regular,Canned,219.7798,OUT049,1999,Tier 1,Supermarket Type1,0.3534956511511159
FDT14,10.695,Regular,Dairy,121.844,OUT018,2009,Tier 3,Supermarket Type2,0.1152132745653202
FDK40,12.8,Low Fat,Frozen Foods,263.191,OUT027,1985,Tier 3,Supermarket Type3,2.901649399314072
NCE42,12.8,Low Fat,Household,234.9958,OUT027,1985,Tier 3,Supermarket Type3,7.123823177186658
FDN13,12.8,Low Fat,Breakfast,100.7358,OUT027,1985,Tier 3,Supermarket Type3,0.5224901036739515
FDW44,9.5,Regular,Fruits and Vegetables,170.1448,OUT045,2002,Tier 2,Supermarket Type1,-0.1455159925684126
FDO03,10.395,Regular,Meat,228.1352,OUT046,1997,Tier 1,Supermarket Type1,0.8795649876112935
FDH21,10.395,Low Fat,Seafood,158.4604,OUT010,1998,Tier 3,Grocery Store,-1.2583637585796106
FDD51,11.15,Low Fat,Dairy,44.7744,OUT045,2002,Tier 2,Supermarket Type1,-1.243686945529036
FDQ44,20.5,Low Fat,Fruits and Vegetables,122.3756,OUT045,2002,Tier 2,Supermarket Type1,-0.338336633372902
FDL52,12.8,Regular,Frozen Foods,39.8506,OUT019,1985,Tier 1,Grocery Store,-1.3364962045253153
DRH39,20.7,Low Fat,Dairy,77.267,OUT035,2004,Tier 2,Supermarket Type1,-0.5444199429008473
FDH60,12.8,Regular,Baking Goods,197.311,OUT019,1985,Tier 1,Grocery Store,-1.106415576408958
FDA55,12.8,Regular,Fruits and Vegetables,223.8088,OUT027,1985,Tier 3,Supermarket Type3,2.26493471550239
FDB08,6.055,Low Fat,Fruits and Vegetables,162.3578,OUT035,2004,Tier 2,Supermarket Type1,-0.3207744072311537
FDI56,12.8,Low Fat,Fruits and Vegetables,91.0146,OUT027,1985,Tier 3,Supermarket Type3,0.8861776306925502
FDZ03,13.65,Regular,Dairy,185.824,OUT017,2007,Tier 2,Supermarket Type1,0.5932721148525589
FDH21,10.395,Low Fat,Seafood,160.3604,OUT017,2007,Tier 2,Supermarket Type1,0.1829664031823648
FDU45,15.6,Regular,Snack Foods,112.0518,OUT010,1998,Tier 3,Grocery Store,-1.224303606862491
FDK09,15.2,Low Fat,Snack Foods,227.9352,OUT049,1999,Tier 1,Supermarket Type1,0.9179294591098552
FDH52,9.42,Regular,Frozen Foods,63.4194,OUT013,1987,Tier 3,Supermarket Type1,-0.8264949995301133
FDP56,8.185,Low Fat,Fruits and Vegetables,48.6692,OUT045,2002,Tier 2,Supermarket Type1,-0.594453803527158
FDI22,12.6,Low Fat,Snack Foods,208.9612,OUT013,1987,Tier 3,Supermarket Type1,1.3497922547018704
FDE59,12.15,Low Fat,Starchy Foods,37.9532,OUT035,2004,Tier 2,Supermarket Type1,-0.6617944751709699
FDW58,12.8,Low Fat,Snack Foods,107.6622,OUT027,1985,Tier 3,Supermarket Type3,0.2278436819312076
FDL21,15.85,Regular,Snack Foods,39.348,OUT045,2002,Tier 2,Supermarket Type1,-0.8948968000918571
FDR44,6.11,Regular,Fruits and Vegetables,131.2968,OUT010,1998,Tier 3,Grocery Store,-1.1918864288799502
FDP39,12.65,Low Fat,Meat,52.4324,OUT046,1997,Tier 1,Supermarket Type1,-0.8326333558184512
FDO03,12.8,Regular,Meat,230.5352,OUT019,1985,Tier 1,Grocery Store,-0.9156170067514916
FDP31,21.1,Regular,Fruits and Vegetables,62.2168,OUT018,2009,Tier 3,Supermarket Type2,-1.1124589700180183
NCQ42,20.35,Low Fat,Household,125.1678,OUT017,2007,Tier 2,Supermarket Type1,-0.1243641149367025
FDG35,12.8,Regular,Starchy Foods,173.8738,OUT019,1985,Tier 1,Grocery Store,-1.135769202510107
FDJ57,7.42,Regular,Seafood,184.8582,OUT035,2004,Tier 2,Supermarket Type1,1.6498035802944933
FDA57,18.85,Low Fat,Snack Foods,40.348,OUT018,2009,Tier 3,Supermarket Type2,-1.060905608547592
FDC02,21.35,Low Fat,Canned,259.9278,OUT018,2009,Tier 3,Supermarket Type2,3.027265652188105
FDP49,9.0,Regular,Breakfast,54.3614,OUT049,1999,Tier 1,Supermarket Type1,-0.8953284710639327
FDS48,15.15,Low Fat,Baking Goods,149.6708,OUT010,1998,Tier 3,Grocery Store,-1.165986170555407
FDL46,20.35,Low Fat,Snack Foods,116.9466,OUT045,2002,Tier 2,Supermarket Type1,-0.4362141690261258
DRH59,10.8,Low Fat,Hard Drinks,74.738,OUT046,1997,Tier 1,Supermarket Type1,-0.6963281529370272
FDE44,12.8,Low Fat,Fruits and Vegetables,48.1692,OUT019,1985,Tier 1,Grocery Store,-1.2767110190144868
DRC01,5.92,Regular,Soft Drinks,49.1692,OUT010,1998,Tier 3,Grocery Store,-1.283672988335684
FDO38,17.25,Low Fat,Canned,79.7986,OUT046,1997,Tier 1,Supermarket Type1,-0.620524244919072
NCN54,20.35,Low Fat,Household,79.2328,OUT013,1987,Tier 3,Supermarket Type1,-0.8773656601295915
FDL36,12.8,Low Fat,Baking Goods,88.183,OUT027,1985,Tier 3,Supermarket Type3,-0.4286921502500829
FDA21,13.65,Low Fat,Snack Foods,183.7924,OUT045,2002,Tier 2,Supermarket Type1,0.3189619733850585
FDJ52,12.8,Low Fat,Frozen Foods,161.5578,OUT027,1985,Tier 3,Supermarket Type3,1.1174788074123336
FDN13,18.6,Low Fat,Breakfast,99.9358,OUT018,2009,Tier 3,Supermarket Type2,-0.5498406660257275
FDC58,10.195,Low Fat,Snack Foods,43.0428,OUT045,2002,Tier 2,Supermarket Type1,-1.004132313936521
DRI51,17.25,Low Fat,Dairy,173.4764,OUT017,2007,Tier 2,Supermarket Type1,0.1980941012038578
FDC29,8.39,Regular,Frozen Foods,114.0176,OUT045,2002,Tier 2,Supermarket Type1,-0.4273539688350106
DRO47,10.195,Low Fat,Hard Drinks,114.086,OUT046,1997,Tier 1,Supermarket Type1,-0.1869564058876814
FDG32,19.85,Low Fat,Fruits and Vegetables,224.0772,OUT046,1997,Tier 1,Supermarket Type1,-0.3518547172206053
FDU10,12.8,Regular,Snack Foods,38.1848,OUT027,1985,Tier 3,Supermarket Type3,-0.7528434455856892
NCI55,18.6,Low Fat,Household,121.2414,OUT046,1997,Tier 1,Supermarket Type1,-0.1675728780470754
FDN33,6.305,Regular,Snack Foods,93.5436,OUT018,2009,Tier 3,Supermarket Type2,-0.6350107173458827
FDP07,12.8,Low Fat,Fruits and Vegetables,196.011,OUT027,1985,Tier 3,Supermarket Type3,2.124674464870969
DRG48,5.78,Low Fat,Soft Drinks,145.8102,OUT010,1998,Tier 3,Grocery Store,-1.0936683941700194
FDU21,11.8,Regular,Snack Foods,32.7558,OUT018,2009,Tier 3,Supermarket Type2,-1.2154385020580354
FDS12,9.1,Low Fat,Baking Goods,127.5362,OUT017,2007,Tier 2,Supermarket Type1,1.6575736577918565
FDW57,8.31,Regular,Snack Foods,177.5028,OUT013,1987,Tier 3,Supermarket Type1,0.6366027721985569
NCJ18,12.35,Low Fat,Household,120.5124,OUT049,1999,Tier 1,Supermarket Type1,0.0219723445969653
FDM44,12.5,Low Fat,Fruits and Vegetables,101.399,OUT046,1997,Tier 1,Supermarket Type1,-0.3758238140405546
NCK31,10.895,Low Fat,Others,50.6666,OUT046,1997,Tier 1,Supermarket Type1,-0.9289988068858388
FDW46,13.0,Regular,Snack Foods,65.5484,OUT046,1997,Tier 1,Supermarket Type1,-0.61158831399275
FDR49,8.71,Low Fat,Canned,49.5376,OUT010,1998,Tier 3,Grocery Store,-1.2989408299547278
DRE01,10.1,Low Fat,Soft Drinks,241.0512,OUT018,2009,Tier 3,Supermarket Type2,1.0419692126248254
NCN05,8.235,Low Fat,Health and Hygiene,182.195,OUT018,2009,Tier 3,Supermarket Type2,0.1821222752370564
FDC52,12.8,Regular,Dairy,150.8708,OUT019,1985,Tier 1,Grocery Store,-1.2635438102445191
FDJ10,5.095,Regular,Snack Foods,138.6838,OUT046,1997,Tier 1,Supermarket Type1,-0.2595376041030116
FDR57,5.675,Regular,Snack Foods,157.7288,OUT013,1987,Tier 3,Supermarket Type1,-0.1153767983713996
FDR40,9.1,Regular,Frozen Foods,79.1618,OUT035,2004,Tier 2,Supermarket Type1,-0.5560168942962603
FDT45,15.85,Low Fat,Snack Foods,56.0956,OUT010,1998,Tier 3,Grocery Store,-1.2808291878541276
FDW23,12.8,Low Fat,Baking Goods,37.3164,OUT019,1985,Tier 1,Grocery Store,-1.3360645335532395
DRE03,19.6,Low Fat,Dairy,46.5718,OUT049,1999,Tier 1,Supermarket Type1,-0.3190477233428508
NCX06,17.6,Low Fat,Household,182.6976,OUT010,1998,Tier 3,Grocery Store,-1.0686981204349646
FDY11,6.71,Regular,Baking Goods,66.6142,OUT017,2007,Tier 2,Supermarket Type1,-0.6345992039301998
NCL42,18.85,Low Fat,Household,244.3144,OUT049,1999,Tier 1,Supermarket Type1,2.2925616577152352
FDW10,21.2,Low Fat,Snack Foods,175.637,OUT018,2009,Tier 3,Supermarket Type2,0.1435682349669471
DRE25,15.35,Low Fat,Soft Drinks,92.112,OUT035,2004,Tier 2,Supermarket Type1,-0.6358942168464269
FDP13,8.1,Regular,Canned,40.448,OUT035,2004,Tier 2,Supermarket Type1,-0.9492460468226795
FDP15,15.2,Low Fat,Meat,256.033,OUT010,1998,Tier 3,Grocery Store,-0.5301348286878763
FDJ08,11.1,Low Fat,Fruits and Vegetables,189.2846,OUT049,1999,Tier 1,Supermarket Type1,1.983916912681098
FDB29,16.7,Regular,Frozen Foods,115.2176,OUT046,1997,Tier 1,Supermarket Type1,-0.1799854699686293
FDQ11,5.695,Regular,Breads,256.4988,OUT045,2002,Tier 2,Supermarket Type1,1.354107468841619
DRK47,7.905,Low Fat,Hard Drinks,227.0694,OUT017,2007,Tier 2,Supermarket Type1,0.8931542394591488
FDN48,13.35,Low Fat,Baking Goods,93.0804,OUT045,2002,Tier 2,Supermarket Type1,0.009022215434694
FDV56,16.1,Regular,Fruits and Vegetables,107.7596,OUT013,1987,Tier 3,Supermarket Type1,-1.1513093575048328
FDD45,8.615,Low Fat,Fruits and Vegetables,95.4436,OUT018,2009,Tier 3,Supermarket Type2,-0.9933177817251204
FDX19,19.1,Low Fat,Fruits and Vegetables,233.1958,OUT046,1997,Tier 1,Supermarket Type1,1.9722617964350533
DRN35,8.01,Low Fat,Hard Drinks,35.0532,OUT045,2002,Tier 2,Supermarket Type1,-0.9912943236736844
FDT37,14.15,Low Fat,Canned,256.3014,OUT017,2007,Tier 2,Supermarket Type1,1.78016821386136
FDU49,12.8,Regular,Canned,85.454,OUT027,1985,Tier 3,Supermarket Type3,0.1020530286220491
FDA45,21.25,Low Fat,Snack Foods,175.437,OUT046,1997,Tier 1,Supermarket Type1,-0.1867986413219688
NCU30,5.11,Low Fat,Household,163.821,OUT035,2004,Tier 2,Supermarket Type1,0.0137705961275267
